phrase,target
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006",positive
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker",positive
Passenger volumes rose by 8.4 % in the accounting period,positive
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators",positive
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009,positive
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales",positive
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million,positive
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said",positive
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier,positive
It will also strengthen Ruukki 's offshore business,positive
` By separating side businesses we will be able to faster expand and develop Tapro retail network,positive
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago",positive
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year,positive
Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09,positive
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier",positive
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn",positive
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008",positive
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn,positive
Uponor improved its performance in spite of the decrease in residential construction in the US,positive
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia,positive
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009",positive
`` The trend in the sports and leisure markets was favorable in the first months of the year,positive
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007",positive
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008,positive
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006",positive
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009",positive
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago,positive
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007,positive
"Profit per share was EUR 1.03 , up from EUR 0.87",positive
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members",positive
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006,positive
"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year",positive
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn",positive
Turnover rose to EUR21m from EUR17m,positive
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier,positive
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008",positive
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005",positive
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres",positive
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million,positive
The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million,positive
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009,positive
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said",positive
"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said",positive
"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009",positive
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm",positive
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year",positive
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004",positive
Cargo volume increased by approximately 5 %,positive
"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki",positive
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur",positive
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period",positive
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006,positive
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased,positive
Cision says the sale will return its U.K. operation to profitability,positive
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million,positive
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln",positive
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008,positive
EPS grew to 0.04 eur from 0.02 eur,positive
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday",positive
The actions are expected to deliver annual cost savings of some EUR15-20m,positive
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively",positive
"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago",positive
"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago",positive
LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India,positive
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006,positive
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005,positive
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services",positive
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008",positive
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier",positive
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+ï¿½rbindelsen bridge in Gothenburg in Sweden,positive
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn,positive
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50,positive
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009",positive
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008",positive
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ),positive
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct",positive
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon",positive
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components,positive
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier,positive
Clothing chain Sepp+ï¿½l+ï¿½ 's net sales increased by 7.0 % to EUR 30.8 mn,positive
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005",positive
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year",positive
"However , the proportion of the paid standing orders grew in 2009",positive
"`` The number of collection errors fell considerably , and operations speeded up",positive
The agreement strengthens our long-term partnership with Nokia Siemens Networks,positive
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009,positive
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005",positive
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150,positive
The Department Store Division reported an increase in sales of 4 per cent,positive
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005",positive
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 %",positive
"As a result , the company currently anticipates net sales to increase and the operating result to be positive",positive
Our standardised services have met with a positive reception among our customers as well as at Itella,positive
Olvi expects sales and market share to increase in the first quarter of 2010,positive
The Group also has a strong global position in other fishing categories,positive
The value of the firm 's forestry holdings increased by SEK 3.6 bn,positive
20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009,positive
The company expects net sales to significantly increase from 2009,positive
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier,positive
"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland",positive
Earnings per share EPS rose to EUR 0.11 from EUR 0.03,positive
The bank sees a potential for Getinge share to rise,positive
The company is well positioned in Brazil and Uruguay,positive
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work",positive
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009,positive
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86,positive
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million,positive
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn",positive
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,positive
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria",positive
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007,positive
This new partnership agreement represents a significant milestone for both parties,positive
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008",positive
Net sales revenue per passenger is expected to increase,positive
"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products",positive
"Previously , the company anticipated its operating profit to improve over the same period",positive
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia",positive
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04,positive
"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn",positive
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom",positive
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009",positive
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007",positive
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007,positive
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier",positive
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients,positive
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005,positive
The transactions would increase earnings per share in the first quarter by some EUR0 .28,positive
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004",positive
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London,positive
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009",positive
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006",positive
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added",positive
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur",positive
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009",positive
"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006",positive
"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade",positive
"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009",positive
"Thus the method will cut working costs , and will fasten the planning and building processes",positive
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009",positive
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",positive
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery",positive
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009,positive
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year",positive
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009",positive
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier",positive
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006",positive
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months",positive
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year",positive
"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004",positive
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m,positive
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year",positive
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 %,positive
Net sales surged by 30 % to EUR 36 million,positive
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn,positive
Satama 's net sales would be higher than the year before,positive
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros,positive
"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak",positive
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006,positive
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 millio",positive
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February",positive
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn",positive
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009",positive
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . '",positive
Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010,positive
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V,positive
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006",positive
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009",positive
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005,positive
"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006",positive
"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009",positive
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005",positive
Net sales of Finnish food industry company L+ï¿½nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007,positive
"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE",positive
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit",positive
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010,positive
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006,positive
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year",positive
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday",positive
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . ',positive
Exports grew 16.5 percent to 19.1 million liters,positive
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations",positive
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo",positive
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales",positive
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . '",positive
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia",positive
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007",positive
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn",positive
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board,positive
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004",positive
"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur",positive
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008,positive
"However , the broker gave an `` outperform '' recommendation on the stock",positive
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group",positive
"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy",positive
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005",positive
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year",positive
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007",positive
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009,positive
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26,positive
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India,positive
The acquisition will have an immediate positive impact on Aspocomp 's financial result,positive
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier",positive
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters",positive
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant,positive
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 %",positive
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year",positive
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said",positive
Its market share widened to 48.51 percent from 48.31 percent a year earlier,positive
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004",positive
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago",positive
"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009",positive
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year",positive
"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009",positive
EBIT margin was up from 1.4 % to 5.1 %,positive
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier",positive
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008",positive
"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian miner",positive
The EPS improved to EUR0 .38 from EUR0 .27,positive
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008",positive
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives,positive
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month",positive
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year,positive
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure,positive
"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m",positive
"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005",positive
"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers",positive
"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009",positive
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004",positive
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel,positive
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005",positive
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies,positive
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007",positive
Operating profit of the Asian plants grew markedly,positive
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business",positive
